total_memory,free_memory,available_memory,cache_memory,swap_total_memory,app_total_memory,app_free_memory,app_used_memory,no_of_processor,max_cpu_frequency,cputime,current,voltage,process,time,energy,Device
3736464,219560.5283,1136.566038,944627.7736,1849792,17335674.26,5247334.189,12088340.08,8,2803200,37290.24528,-750.8679245,3805,20,5418,15479.51019,lg710
3736464,217483,1134.384615,944631.3846,1849792,17150621.69,4666312.462,12484309.23,8,2803200,37950.76923,-789.6538462,3805,20,5392,16200.98051,lg710
3736464,269779.6154,1185.269231,944644,1849792,16991773.85,4884584.769,12107189.08,8,2803200,38615.90385,-741.8076923,3800,20,5394,15204.98063,lg710
3736464,269171.1698,1184.735849,944647.5472,1849792,17064225.51,4825850.264,12238375.25,8,2803200,39287.67925,-729.6792453,3800,20,5406,14989.6548,lg710
3736464,271514.1538,1186.923077,944648.5385,1849792,17043573.23,5703506.462,11340066.77,8,2803200,39950.13462,-686.1538462,3800,20,5378,14022.51446,lg710
3736464,268613.9231,1184.192308,944652,1849792,17189996.92,4690206.615,12499790.31,8,2803200,40615.30769,-674.8461538,3875,20,5387,14087.16039,lg710
3736464,269286.9231,1184.846154,944656,1849792,17056456.92,5868363.077,11188093.85,8,2803200,41279.71154,-781.5961538,3875,20,5387,16315.52661,lg710
3736464,266417.1538,1182.153846,944663.8462,1849792,17043176.92,4857832.154,12185344.77,8,2803200,41943.96154,-627.7307692,3808,20,5371,12838.83179,lg710
3736464,305311.5472,1220.132075,944672,1849792,16947107.62,4763749.736,12183357.89,8,2803200,42611.4717,-734.3207547,3808,20,5427,15175.48447,lg710
3697308,255080.4364,1477.763636,1258768.873,2097148,11835467.31,1884916.764,9950550.545,8,2163200,5325.818182,-1056.472727,3755,20,6211,24639.37917,s9
3697308,254570.3077,1477.153846,1258797.231,2097148,10868980.46,2095717.846,8773262.615,8,2212250,6165.826923,-1142,3755,20,5483,23512.25543,s9
3697308,253228.2807,1476.473684,1258804.982,2097148,11419835.65,2021445.053,9398390.596,8,2196315.789,7064.192982,-1142,3755,20,6376,27341.62696,s9
3697308,247383.1429,1473.160714,1261716.429,2097148,12296972.88,3273361.446,9023611.429,8,2218357.143,7951.75,-1160.5,3749.642857,20,6397,27836.29305,s9
3697308,236148.6038,1466.358491,1266194.868,2097148,13848383.3,3864173.491,9984209.811,8,2292415.094,8710.45283,-1179,3725,20,5550,24374.35125,s9
3697308,235269.7544,1466.385965,1266994.807,2097148,11086869.19,2796113.544,8290755.649,8,2223912.281,9610.210526,-1179,3725,20,6509,28586.06348,s9
3697308,235214.0741,1466.666667,1267000.815,2097148,11552806.37,2439497.63,9113308.741,8,2133685.185,10555.2037,-1017.111111,3725,20,5625,21311.65625,s9
3697308,229343.7647,1463.666667,1270380.706,2097148,11411578.41,2457498.255,8954080.157,8,2217901.961,11446.17647,-897,3725,20,5268,17602.1001,s9
3697308,222375.7193,1459.929825,1273346.246,2097148,11973891.61,2943967.825,9029923.789,8,2213877.193,12288.64912,-897,3725,20,6534,21832.21755,s9
3697308,216107.2542,1454.016949,1273432.475,2097148,16555784.58,3087839.763,13467944.81,8,2311135.593,13120.50847,-998.3559322,3725,20,6516,24232.19502,s9
3697308,197678.7143,1436.232143,1273523,2097148,36677816.82,4488400.821,32189416,8,2204196.429,13943.875,-1127,3725,20,6312,26498.2494,s9
3697308,216265.5849,1454.433962,1273859.472,2097148,11822967.49,2058941.679,9764025.811,8,2138377.358,14836.54717,-1127,3725,20,5513,23143.98748,s9
3697308,215768.5283,1454.45283,1273995.623,2097148,12333855,3663013.189,8670841.811,8,2172716.981,15736.39623,-1193.792453,3725,20,5511,24506.73852,s9
3697308,215997.84,1454.66,1274064.24,2097148,11823458.18,2380302.34,9443155.84,8,2217540,16586.34,-1245,3725,20,5363,24871.58288,s9
3697308,230458.9474,1468.684211,1274070.737,2097148,11107429.02,2479967.825,8627461.193,8,2180350.877,17480.08772,-1245,3725,20,6411,29731.81388,s9
3697308,234034.4138,1472.241379,1274145.793,2097148,11874869.47,3263018.983,8611850.483,8,2192517.241,18438.12069,-1183.137931,3726.310345,20,6478,28559.81197,s9
3697308,225840.0727,1464.236364,1274340.727,2097148,24083166.75,5116165,18967001.75,8,2135781.818,19251.27273,-1089,3744,20,6178,25189.04045,s9
3697308,214509.4483,1454.551724,1275100.828,2097148,30295182.41,4292863.793,26002318.62,8,2229948.276,20062.63793,-1089,3744,20,6502,26510.05843,s9
3697308,229101.8246,1468.087719,1275317.193,2097148,11209668.05,2809098.789,8400569.263,8,2206578.947,20985.21053,-1175.842105,3744,20,6362,28007.76878,s9
3697308,226733.6327,1466.55102,1275325.143,2097148,10972872.33,2424091.102,8548781.224,8,2183734.694,21887.30612,-1239,3744,20,5131,23801.7649,s9
3697308,224753.9231,1464.5,1275512,2097148,10970846.46,2244501.231,8726345.231,8,2215000,22742.46154,-1239,3744,20,5661,26260.33738,s9
3697308,223846.2222,1463.944444,1275650.815,2097148,10996156.28,2760357.463,8235798.815,8,2239611.111,23611.11111,-1265.388889,3744,20,6064,28728.90342,s9
3697308,220753.9661,1460.898305,1275797.017,2097148,11787924.59,2452093.949,9335830.644,8,2187084.746,24539.94915,-1334,3744,20,6670,33313.28832,s9
3697308,216295.5932,1456.525424,1275812,2097148,42779330.14,4772646.61,38006683.53,8,2388694.915,25418.42373,-1334,3744,20,6553,32728.93229,s9
3697308,257140.8571,1496.553571,1275825.214,2097148,10949376.14,2565852.286,8383523.857,8,2215339.286,26239.16071,-1267.607143,3744,20,6281,29809.1307,s9
3697308,255942.3571,1495.303571,1275832.857,2097148,11725645.27,2359698.982,9365946.286,8,2138035.714,27150.55357,-1165,3744,20,6318,27557.59968,s9
3697308,258176.16,1497.52,1275835.36,2097148,10915151.62,2488246.34,8426905.28,8,2118220,27963.46,-1165,3744,20,5284,23047.53984,s9
3697308,255874.64,1495.46,1275839.52,2097148,11302251.04,1451500,9850751.04,8,2205320,28773.68,-1035.08,3744,20,5461,21163.22912,s9
3697308,317702.1538,1521.6,1240460,2097148,10961263.75,2495484.431,8465779.323,8,1718600,97329.26154,-781,3717,20,7354,21348.49286,s9
3697308,317429.8462,1520.707692,1240463.138,2097148,10769218.71,2068678.892,8700539.815,8,1741200,98407.93846,-781,3717,20,7346,21325.26904,s9
3697308,315296,1519.623188,1241346.609,2097148,10703925.45,2836842.783,7867082.667,8,1690000,99456.23188,-760.3043478,3717,20,7213,20384.30774,s9
3697308,313678.2029,1518.188406,1241362.493,2097148,10750986.9,2421061.565,8329925.333,8,1690000,100473.5362,-753,3704,20,7195,20067.66084,s9
3697308,312661.4925,1517.283582,1241368.836,2097148,10776813.49,2288891.343,8487922.149,8,1711149.254,101518.8806,-753,3704,20,7486,20879.29243,s9
3697308,310303.0448,1514.731343,1241375.881,2097148,11745320.66,2441893.313,9303427.343,8,1727253.731,102612.9104,-753,3704,20,7503,20926.70734,s9
3697308,310646.8406,1515.304348,1241382.203,2097148,10891506.67,2544494.377,8347012.29,8,1701681.159,103712.3043,-734.3333333,3704,20,7669,20859.45504,s9
3697308,308789.3333,1513.231884,1241391.42,2097148,10831516.06,1955184.232,8876331.826,8,1733710.145,104835.6087,-725,3704,20,7674,20607.7596,s9
3697308,307465.0435,1512.072464,1241395.768,2097148,10819392.81,2157564.522,8661828.29,8,1690000,105908.0725,-725,3704,20,7203,19342.9362,s9
3697308,306668.8696,1511.217391,1241404,2097148,10734780.06,2227145.971,8507634.087,8,1680579.71,106923.9855,-725,3704,20,7176,19270.4304,s9
3697308,306259.1515,1510.939394,1241415.879,2097148,10732219.03,2197360,8534859.03,8,1716787.879,107959.8182,-752.9545455,3704,20,7348,20493.15784,s9
3697308,307311.3043,1512.115942,1241413.681,2097148,10776495.54,2469642.435,8306853.101,8,1690000,109003.2899,-770,3704,20,7168,20443.70944,s9
3697308,307596.9412,1512.25,1241428,2097148,10765330.24,3125330,7640000.235,8,1697264.706,110028.4853,-770,3704,20,7484,21344.96672,s9
3697308,305544.2388,1510.298507,1241435.164,2097148,10901842.75,2222898.269,8678944.478,8,1702223.881,111143.9701,-770,3704,20,7480,21333.5584,s9
3697308,304660.5882,1509.338235,1241444,2097148,10820811.53,2264800,8556011.529,8,1715617.647,112230.2059,-685.6176471,3704,20,7515,19084.55115,s9
3697308,303131.5224,1507.910448,1241452.239,2097148,10755485.37,2576582.448,8178902.925,8,1703776.119,113321.791,-619,3704,20,7350,16851.9036,s9
