95.0,3827.0,1609587473052
95.0,3827.0,1609587474044
95.0,3827.0,1609587475044
95.0,3827.0,1609587476044
95.0,3827.0,1609587477045
95.0,3827.0,1609587478045
95.0,3827.0,1609587479045
95.0,3827.0,1609587480980
95.0,3827.0,1609587481981
95.0,3827.0,1609587483233
95.0,3827.0,1609587484237
95.0,3827.0,1609587485238
95.0,3827.0,1609587486791
95.0,3827.0,1609587488534
95.0,3827.0,1609587489535
95.0,3827.0,1609587491187
95.0,3827.0,1609587492190
95.0,3827.0,1609587493192
95.0,3827.0,1609587494441
95.0,3827.0,1609587495445
95.0,3827.0,1609587496862
95.0,3827.0,1609587497866
95.0,3827.0,1609587498865
-491.0,3718.0,1609587499863
-491.0,3718.0,1609587500866
-491.0,3718.0,1609587502543
-491.0,3718.0,1609587503547
-491.0,3718.0,1609587504630
-491.0,3718.0,1609587505649
-491.0,3718.0,1609587506651
-491.0,3718.0,1609587507651
-491.0,3718.0,1609587511061
-491.0,3718.0,1609587512061
-491.0,3718.0,1609587514661
-491.0,3718.0,1609587515664
-491.0,3718.0,1609587518787
-491.0,3718.0,1609587522209
-491.0,3718.0,1609587523210
-491.0,3718.0,1609587525861
-491.0,3718.0,1609587529317
-435.0,3685.0,1609587532642
-435.0,3685.0,1609587536010
-435.0,3685.0,1609587539494
-435.0,3685.0,1609587542762
-435.0,3685.0,1609587546124
-435.0,3685.0,1609587547128
-435.0,3685.0,1609587548172
-435.0,3685.0,1609587549172
-435.0,3685.0,1609587550174
-435.0,3685.0,1609587551172
-435.0,3685.0,1609587556718
-435.0,3685.0,1609587557722
-435.0,3685.0,1609587558722
-1327.0,3685.0,1609587564341
-1327.0,3547.0,1609587565343
-1327.0,3547.0,1609587570907
-1327.0,3547.0,1609587571911
-1327.0,3547.0,1609587577945
-1327.0,3547.0,1609587584461
-1327.0,3547.0,1609587585461
-1721.0,3547.0,1609587591160
-1721.0,3524.0,1609587592163
-1721.0,3524.0,1609587597908
-1721.0,3524.0,1609587598911
-1721.0,3524.0,1609587599909
-1721.0,3524.0,1609587605471
-1721.0,3524.0,1609587606474
-1721.0,3524.0,1609587607475
-1721.0,3524.0,1609587608476
-1721.0,3524.0,1609587609478
-1721.0,3524.0,1609587615354
-1721.0,3524.0,1609587616356
-1262.0,3524.0,1609587622597
-1262.0,3518.0,1609587623599
-1262.0,3518.0,1609587624599
-1262.0,3518.0,1609587630331
-1262.0,3518.0,1609587631334
-1262.0,3518.0,1609587632333
-1262.0,3518.0,1609587637975
-1262.0,3518.0,1609587638976
-1262.0,3518.0,1609587639976
-1262.0,3518.0,1609587640980
-1262.0,3518.0,1609587641982
-1262.0,3518.0,1609587642982
-1262.0,3518.0,1609587643993
-1262.0,3518.0,1609587644996
-1262.0,3518.0,1609587645993
-1262.0,3518.0,1609587646996
-1262.0,3518.0,1609587648004
-1424.0,3518.0,1609587658182
-1424.0,3525.0,1609587659185
-1424.0,3525.0,1609587669761
-1424.0,3525.0,1609587670764
-1247.0,3525.0,1609587680808
-1247.0,3514.0,1609587681811
-1247.0,3514.0,1609587691755
-1247.0,3514.0,1609587692758
-1247.0,3514.0,1609587693759
-1247.0,3514.0,1609587694760
-1247.0,3514.0,1609587695760
-1247.0,3514.0,1609587696761
-1247.0,3514.0,1609587697761
-1247.0,3514.0,1609587698761
-1247.0,3514.0,1609587699763
-1247.0,3514.0,1609587700764
-1247.0,3514.0,1609587701764
-1247.0,3514.0,1609587702783
-1247.0,3514.0,1609587703783
-1247.0,3514.0,1609587704784
-1247.0,3514.0,1609587705785
-1247.0,3514.0,1609587706786
-1247.0,3514.0,1609587707787
-1247.0,3514.0,1609587708788
-1247.0,3514.0,1609587709789
-220.0,3669.0,1609587710790
-220.0,3669.0,1609587711792
-220.0,3669.0,1609587712798
-220.0,3669.0,1609587713800
-220.0,3669.0,1609587714801
-220.0,3669.0,1609587715802
-220.0,3669.0,1609587726310
-220.0,3669.0,1609587727312
-220.0,3669.0,1609587728314
-220.0,3669.0,1609587738769
-220.0,3669.0,1609587739772
-481.0,3643.0,1609587749929
-481.0,3643.0,1609587750931
-481.0,3643.0,1609587751933
-481.0,3643.0,1609587762280
-481.0,3643.0,1609587763282
-1615.0,3643.0,1609587773618
-1615.0,3479.0,1609587774624
-1615.0,3479.0,1609587775627
-1615.0,3479.0,1609587776627
-1615.0,3479.0,1609587777629
-1615.0,3479.0,1609587778629
