173.0,4330.0,1609585687490
173.0,4330.0,1609585688484
173.0,4330.0,1609585689489
173.0,4330.0,1609585690506
173.0,4330.0,1609585691506
173.0,4330.0,1609585692507
173.0,4330.0,1609585693507
173.0,4330.0,1609585694615
173.0,4330.0,1609585695616
173.0,4330.0,1609585696621
173.0,4330.0,1609585697621
173.0,4330.0,1609585698626
173.0,4330.0,1609585699626
173.0,4330.0,1609585700778
173.0,4330.0,1609585701778
173.0,4330.0,1609585702804
173.0,4330.0,1609585703792
173.0,4330.0,1609585705141
173.0,4330.0,1609585706504
173.0,4330.0,1609585707544
173.0,4330.0,1609585708544
173.0,4330.0,1609585709543
173.0,4330.0,1609585710544
-558.0,4198.0,1609585711544
-558.0,4198.0,1609585713096
-558.0,4198.0,1609585714100
-558.0,4198.0,1609585715945
-558.0,4198.0,1609585718271
-558.0,4198.0,1609585719275
-558.0,4198.0,1609585720947
-558.0,4198.0,1609585721947
-558.0,4198.0,1609585723445
-558.0,4198.0,1609585724449
-558.0,4198.0,1609585726043
-558.0,4198.0,1609585728287
-558.0,4198.0,1609585730539
-558.0,4198.0,1609585731543
-558.0,4198.0,1609585733178
-558.0,4198.0,1609585735351
-558.0,4198.0,1609585736350
-558.0,4198.0,1609585737353
-558.0,4198.0,1609585738353
-558.0,4198.0,1609585739356
-1053.0,4198.0,1609585743333
-1053.0,3978.0,1609585747542
-1053.0,3978.0,1609585751626
-1053.0,3978.0,1609585755740
-1053.0,3978.0,1609585760035
-1053.0,3978.0,1609585761042
-1053.0,3978.0,1609585762043
-1053.0,3978.0,1609585763043
-1053.0,3978.0,1609585764044
-1053.0,3978.0,1609585765045
-1053.0,3978.0,1609585766047
-1053.0,3978.0,1609585767048
-1053.0,3978.0,1609585770904
-224.0,4077.0,1609585771910
-224.0,4077.0,1609585772911
-224.0,4077.0,1609585776942
-224.0,4077.0,1609585781137
-224.0,4077.0,1609585785267
-224.0,4077.0,1609585789191
-224.0,4077.0,1609585793324
-224.0,4077.0,1609585797339
-224.0,4077.0,1609585798340
-224.0,4077.0,1609585799352
-224.0,4077.0,1609585800356
-224.0,4077.0,1609585801356
-211.0,4077.0,1609585802359
-211.0,4077.0,1609585803360
-211.0,4077.0,1609585804360
-211.0,4077.0,1609585805362
-211.0,4077.0,1609585806364
-211.0,4077.0,1609585807366
-211.0,4077.0,1609585808365
-211.0,4077.0,1609585809366
-211.0,4077.0,1609585810368
-211.0,4077.0,1609585811367
-211.0,4077.0,1609585812368
-211.0,4077.0,1609585813369
-211.0,4077.0,1609585814370
-211.0,4077.0,1609585815371
-211.0,4077.0,1609585816372
-211.0,4077.0,1609585817374
-211.0,4077.0,1609585818375
-211.0,4077.0,1609585819376
-211.0,4077.0,1609585820376
-211.0,4077.0,1609585821376
-211.0,4077.0,1609585822379
